Word	TAG
or	O
step	O
is	O
taken	O
in	O
any	O
jurisdiction	O
.	O
18	O
.	O
1	O
.	O
5	O
The	O
Borrower	I-PER
commences	O
proceedings	O
for	O
conciliation	O
in	O
accordance	O
with	O
articles	O
L	O
.	O
611	O
-	O
4	O
to	O
L	O
.	O
611	O
-	O
15	O
of	O
the	O
French	I-MISC
Commercial	O
Code	O
or	O
any	O
analogous	O
procedure	O
or	O
step	O
is	O
taken	O
in	O
any	O
jurisdiction	O
;	O
18	O
.	O
1	O
.	O
6	O
A	O
judgment	O
for	O
sauvegarde	O
,	O
redressement	O
judiciaire	O
or	O
liquidation	O
judiciaire	O
is	O
entered	O
in	O
relation	O
to	O
the	O
Borrower	I-PER
under	O
articles	O
L	O
.	O
620	O
-	O
1	O
to	O
L	O
.	O
644	O
-	O
6	O
of	O
the	O
French	I-MISC
Commercial	O
Code	O
or	O
any	O
analogous	O
judgment	O
is	O
entered	O
in	O
any	O
jurisdiction	O
;	O
18	O
.	O
1	O
.	O
7	O
The	O
Borrower	I-PER
shall	O
fail	O
to	O
observe	O
or	O
perform	O
any	O
other	O
obligation	O
to	O
be	O
observed	O
or	O
performed	O
by	O
it	O
under	O
this	O
Loan	O
Agreement	O
within	O
thirty	O
(	O
30	O
)	O
days	O
after	O
written	O
notice	O
from	O
the	O
Lender	I-PER
to	O
perform	O
or	O
observe	O
the	O
obligation	O
;	O
and	O
18	O
.	O
1	O
.	O
8	O
The	O
Borrower	I-PER
stops	O
construction	O
of	O
the	O
Works	O
or	O
acknowledges	O
that	O
it	O
will	O
be	O
unable	O
or	O
is	O
unwilling	O
to	O
complete	O
construction	O
of	O
the	O
works	O
.	O
19	O
.	O
REMEDIES	O
.	O
Upon	O
the	O
occurrence	O
of	O
an	O
event	O
of	O
default	O
under	O
Article	O
18	O
.	O
1	O
hereof	O
,	O
at	O
the	O
option	O
and	O
upon	O
the	O
declaration	O
of	O
the	O
Lender	I-PER
,	O
the	O
entire	O
unpaid	O
principal	O
and	O
accrued	O
and	O
unpaid	O
interest	O
on	O
the	O
Loan	O
shall	O
without	O
formal	O
notice	O
of	O
default	O
(	O
mise	O
en	O
demeure	O
)	O
or	O
any	O
other	O
judicial	O
or	O
extra	O
-	O
judicial	O
step	O
,,	O
be	O
forthwith	O
due	O
and	O
payable	O
,	O
and	O
the	O
Lender	I-PER
may	O
,	O
immediately	O
and	O
without	O
expiration	O
of	O
any	O
period	O
of	O
grace	O
,	O
enforce	O
payment	O
of	O
all	O
amounts	O
due	O
and	O
owing	O
under	O
this	O
Loan	O
Agreement	O
and	O
exercise	O
any	O
and	O
all	O
other	O
remedies	O
granted	O
to	O
it	O
.	O
Page	O
11	O
of	O
12	O
7	O
-	O
December	O
2007	O
20	O
.	O
EXPENSES	O
.	O
If	O
any	O
action	O
is	O
necessary	O
to	O
enforce	O
or	O
interpret	O
the	O
terms	O
of	O
this	O
Loan	O
Agreement	O
,	O
the	O
prevailing	O
Party	O
shall	O
be	O
entitled	O
to	O
reasonable	O
attorneys	O
'	O
fees	O
,	O
costs	O
and	O
necessary	O
disbursements	O
in	O
addition	O
to	O
any	O
other	O
relief	O
to	O
which	O
such	O
Party	O
may	O
be	O
entitled	O
.	O
21	O
.	O
FURTHER	O
ASSURANCE	O
.	O
From	O
time	O
to	O
time	O
,	O
the	O
Borrower	I-PER
shall	O
execute	O
and	O
deliver	O
to	O
the	O
Lender	I-PER
such	O
additional	O
documents	O
and	O
shall	O
provide	O
such	O
additional	O
information	O
to	O
the	O
Lender	I-PER
as	O
the	O
Lender	I-PER
may	O
reasonably	O
require	O
to	O
carry	O
out	O
the	O
terms	O
of	O
this	O
Loan	O
Agreement	O
.	O
22	O
.	O
INDEMNITY	O
;	O
COSTS	O
,	O
EXPENSES	O
AND	O
ATTORNEYs	O
'	O
FEES	O
.	O
22	O
.	O
1	O
Subject	O
to	O
Article	O
22	O
.	O
2	O
the	O
Borrower	I-PER
shall	O
indemnify	O
and	O
hold	O
the	O
Lender	I-PER
harmless	O
from	O
any	O
reasonable	O
loss	O
,	O
cost	O
,	O
liability	O
and	O
legal	O
or	O
other	O
expense	O
,	O
including	O
reasonable	O
attorneys	O
'	O
fees	O
of	O
the	O
Lender	I-PER
'	O
s	O
counsel	O
,	O
which	O
the	O
Lender	I-PER
may	O
directly	O
or	O
indirectly	O
suffer	O
or	O
incur	O
by	O
reason	O
of	O
the	O
failure	O
of	O
the	O
Borrower	I-PER
to	O
perform	O
any	O
of	O
its	O
obligations	O
under	O
this	O
Loan	O
Agreement	O
or	O
exercise	O
of	O
remedies	O
(	O
collectively	O
,	O
" : - O
Costs NNS - O
),"	O
provided	O
,	O
however	O
,	O
the	O
indemnity	O
agreement	O
contained	O
in	O
this	O
Article	O
shall	O
not	O
apply	O
to	O
liabilities	O
which	O
the	O
Lender	I-PER
may	O
directly	O
or	O
indirectly	O
suffer	O
or	O
incur	O
by	O
reason	O
of	O
the	O
Lender	I-PER
'	O
s	O
own	O
negligence	O
or	O
misconduct	O
.	O
22	O
.	O
2	O
Notwithstanding	O
any	O
other	O
provision	O
of	O
this	O
Agreement	O
no	O
Party	O
shall	O
be	O
liable	O
to	O
the	O
other	O
Party	O
for	O
loss	O
of	O
profit	O
,	O
loss	O
of	O
any	O
contract	O
or	O
for	O
any	O
other	O
consequential	O
loss	O
or	O
damage	O
which	O
may	O
be	O
suffered	O
by	O
the	O
other	O
Party	O
in	O
connection	O
with	O
this	O
Agreement	O
.	O
IN	O
WITNESS	O
whereof	O
the	O
Parties	O
have	O
executed	O
this	O
Loan	O
Agreement	O
on	O
the	O
date	O
first	O
mentioned	O
above	O
.	O
Executed	O
in	O
Cologne	O
in	O
2	O
original	O
copies	O
.	O
/	O
s	O
/	O
Frank	I-PER
Wouters	I-PER
SIGNED	O
by	O
Frank	I-PER
Wouters	I-PER
for	O
and	O
on	O
behalf	O
of	O
SILICIUM	I-ORG
DE	I-ORG
PROVENCE	I-ORG
S	I-ORG
.	O
A	O
.	O
S	O
/	O
s	O
/	O
Richard	I-PER
G	I-PER
.	O
Chleboski	I-PER
SIGNED	O
by	O
Richard	I-PER
G	I-PER
.	O
Chleboski	I-PER
for	O
and	O
on	O
behalf	O
of	O
EVERGREEN	I-ORG
SOLAR	I-ORG
,	I-ORG
INC	I-ORG
.	O
Page	O
12	O
of	O
12	O
Source	O
:	O
OneCLE	O
Business	O
Contracts	O
.	O
-DOCSTART-	O
Loan	O
Servicing	O
Agreement	O
-	O
PIM	O
Ashford	I-ORG
Venture	I-ORG
I	I-ORG
LLC	I-ORG
and	O
Ashford	I-ORG
Hospitality	I-ORG
Servicing	I-ORG
LLC	I-ORG
LOAN	O
SERVICING	O
AGREEMENT	O
Dated	O
as	O
of	O
____________	O
,	O
2008	O
by	O
and	O
between	O
PIM	O
ASHFORD	I-ORG
VENTURE	I-ORG
I	I-ORG
,	O
LLC	I-ORG
AND	O
ASHFORD	I-ORG
HOSPITALITY	I-ORG
SERVICING	I-ORG
LLC	I-ORG
THIS	O
LOAN	O
SERVICING	O
AGREEMENT	O
(	O
this	O
" NN - O
Agreement NNP - O
),"	O
dated	O
as	O
of	O
,	O
2008	O
,	O
is	O
made	O
and	O
entered	O
into	O
by	O
and	O
between	O
PIM	O
Ashford	I-ORG
Venture	I-ORG
I	I-ORG
,	O
LLC	I-ORG
,	O
a	O
Delaware	O
limited	O
liability	O
company	O
(	O
the	O
" NN - O
Company NNP - O
),"	O
for	O
itself	O
and	O
on	O
behalf	O
of	O
its	O
Subsidiaries	O
(	O
hereinafter	O
defined	O
),	O
and	O
Ashford	I-ORG
Hospitality	I-ORG
Servicing	I-ORG
LLC	I-ORG
,	O
a	O
Delaware	O
limited	O
liability	O
company	O
(	O
the	O
" NN - O
Ashford NNP - O
)."	O
It	O
is	O
anticipated	O
by	O
the	O
parties	O
hereto	O
that	O
Subsidiaries	O
will	O
be	O
added	O
as	O
parties	O
and	O
signatories	O
to	O
this	O
Agreement	O
as	O
Investments	O
are	O
acquired	O
by	O
the	O
Company	O
.	O
WITNESSETH	O
:	O
WHEREAS	O
,	O
Ashford	I-ORG
and	O
Prudential	I-ORG
Investment	I-ORG
Management	I-ORG
,	O
Inc	O
.,	O
a	O
Delaware	O
corporation	O
"("""	O
PIM	O
"), , - O
are VBP - O
parties NNS - O
to TO - O
that DT - O
certain JJ - O
Investment NNP - O
Program NNP - O
Agreement NNP - O
dated VBD - O
of IN - O
even RB - O
date NN - O
herewith IN - O
( CD - O
the DT - O
"	O
Program	O
Agreement	O
"). NNP - O

Pursuant JJ - O
to TO - O
the DT - O
Program NN - O
Agreement NNP - O
, , - O
Ashford NNP - I-ORG
and CC - O
PIM NNP - O
agreed VBD - O
to TO - O
establish VB - O
an DT - O
exclusive JJ - O
investment NN - O
program NN - O
( : - O
the DT - O
"	O
Program	O
") : - O
whereby IN - O
PIM NNP - O
will MD - O
identify VB - O
one CD - O
( CD - O
1 CD - O
) CD - O
or CC - O
more JJR - O
investors NNS - O
to TO - O
invest VB - O
in IN - O
Master NNP - O
Ventures NNP - O
( NNP - O
as IN - O
defined VBN - O
in IN - O
the DT - O
Program NN - O
Agreement NNP - O
) NNP - O
to TO - O
make VB - O
Investments NNS - O
( : - O
as IN - O
defined VBN - O
in IN - O
the DT - O
Program NN - O
Agreement NNP - O
) NNP - O
through IN - O
such JJ - O
Master NNP - O
Ventures NNP - O
and CC - O
Master NNP - O
Venture NNP - O
subsidiaries NNS - O
( : - O
the DT - O
"	O
Subsidiaries	O
"); : - O
WHEREAS NNP - O
, , - O
Ashford NNP - I-ORG
and CC - O
PRISA NNP - I-ORG
III NNP - I-ORG
Investments NNP - O
, , - O
LLC NNP - I-ORG
, , - O
a DT - O
Delaware NNP - O
limited VBD - O
liability NN - O
company NN - O
( : - O
the DT - O
"	O
Investor	O
"), NNP - O
have VBP - O
formed VBN - O
the DT - O
Company NNP - O
pursuant NN - O
to TO - O
that DT - O
certain JJ - O
Limited NNP - O
Liability NNP - O
Company NNP - O
Agreement NNP - O
of IN - O
the DT - O
Company NNP - O
dated VBD - O
as IN - O
of IN - O
___________ NNP - O
, , - O
2008 CD - O
( : - O
the DT - O
"	O
Master	O
Venture	O
Agreement	O
") NNP - O
to TO - O
invest VB - O
through IN - O
one CD - O
or CC - O
more JJR - O
Subsidiaries NNS - O
in IN - O
Investments NNS - O
. . - O

The DT - O
Investments NNS - O
that WDT - O
are VBP - O
the DT - O
subject NN - O
of IN - O
this DT - O
Agreement NNP - O
on IN - O
the DT - O
date NN - O
hereof IN - O
are VBP - O
listed VBN - O
on IN - O
Exhibit NNP - O
A NNP - O
hereto NN - O
, , - O
which WDT - O
exhibit NN - O
shall MD - O
be VB - O
amended VBN - O
from IN - O
time NN - O
to TO - O
time VB - O
as IN - O
additional JJ - O
Investments NNS - O
are VBP - O
acquired VBN - O
; : - O
WHEREAS NNP - O
, , - O
the DT - O
parties NNS - O
hereto VBP - O
desire NN - O
to TO - O
enter VB - O
into IN - O
this DT - O
Agreement NNP - O
to TO - O
define VB - O
the DT - O
relative JJ - O
rights NNS - O
and CC - O
powers NNS - O
of IN - O
the DT - O
Holders NNP - O
( NNP - O
hereinafter NN - O
defined VBD - O
) CD - O
and CC - O
to TO - O
provide VB - O
for IN - O
the DT - O
security NN - O
and CC - O
administration NN - O
of IN - O
the DT - O
Investments NNS - O
. . - O

NOW RB - O
, , - O
THEREFORE NNP - O
, , - O
in IN - O
consideration NN - O
of IN - O
the DT - O
premises NNS - O
and CC - O
the DT - O
mutual JJ - O
promises NNS - O
and CC - O
covenants NNS - O
contained VBD - O
in IN - O
this DT - O
Agreement NN - O
, , - O
and CC - O
for IN - O
other JJ - O
good JJ - O
and CC - O
valuable JJ - O
consideration NN - O
, , - O
the DT - O
receipt NN - O
and CC - O
sufficiency NN - O
of IN - O
which WDT - O
are VBP - O
hereby RB - O
acknowledged VBN - O
, , - O
the DT - O
parties NNS - O
hereby VBP - O
agree JJ - O
as IN - O
follows NNS - O
: : - O
NOW RB - O
, , - O
THEREFORE NNP - O
, , - O
in IN - O
consideration NN - O
of IN - O
the DT - O
mutual JJ - O
covenants NNS - O
herein VBP - O
contained VBN - O
, , - O
the DT - O
parties NNS - O
hereto VBP - O
mutually RB - O
agree JJ - O
as IN - O
follows NNS - O
: : - O
SECTION NN - O
1 CD - O
. . - O

DEFINITIONS NNS - O
; : - O
CONFLICTS NNS - O
. . - O

References NNS - O
to TO - O
a DT - O
"	O
Section	O
" : - O
or CC - O
the DT - O
"	O
recitals	O
" : - O
are VBP - O
, , - O
unless IN - O
otherwise NN - O
specified VBN - O
, , - O
to TO - O
a DT - O
Section NN - O
or CC - O
the DT - O
recitals NNS - O
of IN - O
this DT - O
Agreement NNP - O
. . - O

The DT - O
terms NNS - O
"	O
include	O
(	O
s	O
")"""	O
or	O
" : - O
including VBG - O
"	O
shall	O
mean	O
" : - O
include NN - O
( : - O
s NNS - O
), VBP - O
without IN - O
limitation NN - O
"	O
and	O
" : - O
including VBG - O
, , - O
without IN - O
limitation NN - O
,"	O
respectively	O
.	O
Whenever	O
used	O
in	O
this	O
Agreement	O
,	O
the	O
following	O
terms	O
shall	O
have	O
the	O
respective	O
meanings	O
set	O
forth	O
below	O
unless	O
the	O
context	O
clearly	O
requires	O
otherwise	O
.	O
Initially	O
capitalized	O
terms	O
used	O
and	O
not	O
otherwise	O
defined	O
herein	O
shall	O
have	O
the	O
meanings	O
respectively	O
ascribed	O
to	O
them	O
in	O
the	O
Master	O
Venture	O
Agreement	O
.	O
" : - O

Agreement NN - O
"	O
shall	O
mean	O
this	O
Agreement	O
,	O
the	O
exhibits	O
and	O
schedules	O
hereto	O
and	O
all	O
amendments	O
hereof	O
and	O
supplements	O
hereto	O
.	O
" : - O

Bankruptcy NNP - O
Code NNP - O
"	O
shall	O
mean	O
the	O
United	I-LOC
States	I-LOC
Bankruptcy	O
Code	O
,	O
as	O
amended	O
from	O
time	O
to	O
time	O
,	O
any	O
successor	O
statute	O
or	O
rule	O
promulgated	O
thereto	O
.	O
" NN - O

Borrower NNP - I-PER
,"	O
for	O
an	O
Investment	O
,	O
shall	O
mean	O
,	O
collectively	O
,	O
the	O
borrowers	O
under	O
such	O
Investment	O
.	O
" : - O

Borrower NNP - I-PER
Related NNP - O
Party NNP - O
"	O
shall	O
mean	O
any	O
Affiliate	O
of	O
the	O
Borrower	I-PER
.	O
For	O
avoidance	O
of	O
doubt	O
,	O
any	O
mezzanine	O
lender	I-PER
shall	O
be	O
considered	O
a	O
Borrower	I-PER
Related	O
Party	O
if	O
any	O
such	O
mezzanine	O
lender	I-PER
becomes	O
an	O
Affiliate	O
of	O
the	O
Borrower	I-PER
through	O
foreclosure	O
or	O
other	O
conversion	O
of	O
the	O
collateral	O
for	O
a	O
mezzanine	O
loan	O
in	O
connection	O
with	O
any	O
Property	O
.	O
" : - O

Borrower NNP - I-PER
Transfer NNP - O
"	O
means	O
a	O
" NN - O
Transfer NNP - O
,"	O
as	O
defined	O
in	O
the	O
Loan	O
Documents	O
.	O
" : - O

Business NN - O
Day NNP - O
"	O
shall	O
mean	O
any	O
day	O
that	O
is	O
not	O
a	O
Saturday	O
or	O
Sunday	O
,	O
and	O
that	O
is	O
not	O
a	O
legal	O
holiday	O
in	O
New	I-LOC
York	I-LOC
,	O
New	I-LOC
York	I-LOC
,	O
nor	O
a	O
day	O
that	O
banking	O
institutions	O
or	O
savings	O
associations	O
in	O
any	O
of	O
the	O
foregoing	O
cities	O
are	O
closed	O
for	O
business	O
.	O
" NN - O

Code NNP - O
"	O
shall	O
mean	O
the	O
Internal	O
Revenue	O
Code	O
of	O
1986	O
,	O
as	O
amended	O
.	O
" : - O

Company NN - O
"	O
shall	O
have	O
the	O
meaning	O
set	O
forth	O
in	O
the	O
introductory	O
paragraph	O
hereof	O
.	O
" : - O

ERISA NNP - O
"	O
shall	O
mean	O
the	O
Employee	O
Retirement	O
Income	O
Security	O
Act	O
of	O
1974	O
,	O
as	O
amended	O
.	O
" : - O

Event NNP - O
of IN - O
Default NNP - O
"	O
shall	O
have	O
the	O
meaning	O
set	O
forth	O
in	O
Section	O
2	O
(	O
i	O
).	O
" : - O

Holder NNP - O
"	O
shall	O
mean	O
the	O
Company	O
and	O
each	O
of	O
the	O
Subsidiaries	O
that	O
are	O
or	O
become	O
signatories	O
hereto	O
.	O
" : - O

Insolvency NNP - O
Proceeding NNP - O
"	O
shall	O
mean	O
any	O
proceeding	O
under	O
Title	O
11	O
of	O
the	O
United	I-LOC
States	I-LOC
Code	O
(	O
11	O
U	O
.	O
S	O
.	O
C	O
.	O
Sec	O
.	O
101	O
et	O
seq	O
.)	O
or	O
any	O
other	O
insolvency	O
,	O
liquidation	O
,	O
reorganization	O
or	O
other	O
similar	O
proceeding	O
concerning	O
the	O
Borrower	I-PER
,	O
any	O
action	O
for	O
the	O
dissolution	O
of	O
the	O
Borrower	I-PER
,	O
any	O
proceeding	O
(	O
judicial	O
or	O
otherwise	O
)	O
concerning	O
the	O
application	O
of	O
the	O
assets	O
of	O
the	O
Borrower	I-PER
,	O
for	O
the	O
benefit	O
of	O
its	O
creditors	O
,	O
the	O
appointment	O
of	O
or	O
any	O
proceeding	O
seeking	O
the	O
appointment	O
of	O
a	O
trustee	O
,	O
receiver	O
or	O
other	O
similar	O
custodian	O
for	O
all	O
or	O
any	O
substantial	O
part	O
of	O
the	O
assets	O
of	O
the	O
Borrower	I-PER
or	O
any	O
other	O
action	O
concerning	O
the	O
adjustment	O
of	O
the	O
debts	O
of	O
the	O
Borrower	I-PER
or	O
the	O
cessation	O
of	O
business	O
by	O
the	O
Borrower	I-PER
,	O
except	O
following	O
a	O
sale	O
,	O
transfer	O
or	O
other	O
disposition	O
of	O
all	O
or	O
substantially	O
all	O
of	O
the	O
assets	O
of	O
the	O
Borrower	I-PER
in	O
a	O
transaction	O
permitted	O
under	O
the	O
Loan	O
Documents	O
;	O
provided	O
,	O
however	O
,	O
that	O
following	O
any	O
such	O
permitted	O
transaction	O
affecting	O
the	O
title	O
to	O
the	O
Property	O
or	O
the	O
Interests	O
,	O
the	O
Borrower	I-PER
for	O
purposes	O
of	O
this	O
Agreement	O
shall	O
be	O
defined	O
to	O
mean	O
the	O
successor	O
owners	O
to	O
the	O
Property	O
or	O
the	O
Interests	O
;	O
provided	O
,	O
further	O
,	O
however	O
,	O
that	O
for	O
the	O
purposes	O
of	O
this	O
definition	O
,	O
in	O
the	O
event	O
that	O
more	O
than	O
one	O
entity	O
comprises	O
the	O
Borrower	I-PER
,	O
the	O
term	O
" : - O
Borrower NNP - I-PER
"	O
shall	O
refer	O
to	O
any	O
such	O
entity	O
.	O
" NN - O

Interests NNS - O
"	O
shall	O
mean	O
the	O
ownership	O
interests	O
in	O
Borrower	I-PER
pledged	O
to	O
Lender	I-PER
pursuant	O
to	O
the	O
Loan	O
Documents	O
.	O
2	O
" `` - O
Lender NNP - I-PER
"	O
shall	O
mean	O
the	O
holder	O
of	O
legal	O
title	O
to	O
the	O
Loan	O
Documents	O
.	O
Initially	O
,	O
the	O
Lender	I-PER
for	O
each	O
Investment	O
and	O
for	O
all	O
purposes	O
under	O
the	O
Loan	O
Documents	O
and	O
this	O
Agreement	O
shall	O
be	O
the	O
Company	O
or	O
the	O
Subsidiary	O
that	O
holds	O
such	O
Investment	O
.	O
" : - O

Loan NNP - O
,"	O
for	O
each	O
Investment	O
,	O
shall	O
mean	O
the	O
loan	O
made	O
or	O
acquired	O
by	O
Lender	I-PER
and	O
evidenced	O
and	O
secured	O
by	O
the	O
Loan	O
Documents	O
.	O
" : - O

Loan NNP - O
Documents NNP - O
,"	O
for	O
each	O
Investment	O
,	O
shall	O
mean	O
those	O
documents	O
evidencing	O
,	O
securing	O
and	O
guarantying	O
the	O
Loan	O
as	O
identified	O
on	O
Schedule	O
1	O
to	O
this	O
Agreement	O
,	O
as	O
updated	O
from	O
time	O
to	O
time	O
.	O
" : - O

Management NN - O
Fee NNP - O
"	O
shall	O
have	O
the	O
meaning	O
assigned	O
to	O
such	O
term	O
in	O
Section	O
2	O
(	O
i	O
).	O
" : - O

Person NNP - O
"	O
shall	O
mean	O
any	O
individual	O
,	O
sole	O
proprietorship	O
,	O
corporation	O
,	O
general	O
partnership	O
,	O
limited	O
partnership	O
,	O
limited	O
liability	O
company	O
or	O
partnership	O
,	O
joint	O
venture	O
,	O
insurance	O
company	O
,	O
association	O
,	O
joint	O
stock	O
company	O
,	O
bank	I-ORG
,	O
trust	O
,	O
estate	O
,	O
unincorporated	O
organization	O
,	O
any	O
federal	O
,	O
state	O
,	O
county	O
or	O
municipal	O
government	O
(	O
or	O
any	O
agency	O
or	O
political	O
subdivision	O
thereof	O
),	O
and	O
any	O
other	O
legal	O
entity	O
.	O
" NN - O

Principal NNP - O
Balance NNP - O
,"	O
for	O
each	O
Loan	O
,	O
shall	O
mean	O
,	O
at	O
any	O
time	O
of	O
determination	O
,	O
the	O
initial	O
principal	O
balance	O
of	O
the	O
Loan	O
thereof	O
,	O
less	O
any	O
payments	O
of	O
principal	O
thereon	O
received	O
by	O
the	O
Lender	I-PER
.	O
" : - O

Principal NNP - O
Prepayment NNP - O
,"	O
for	O
each	O
Loan	O
,	O
shall	O
mean	O
any	O
payment	O
of	O
principal	O
made	O
by	O
the	O
Borrower	I-PER
on	O
the	O
Loan	O
that	O
is	O
received	O
in	O
advance	O
of	O
its	O
scheduled	O
payment	O
date	O
,	O
whether	O
made	O
by	O
reason	O
of	O
casualty	O
or	O
condemnation	O
or	O
otherwise	O
.	O
" : - O

Property NNP - O
,"	O
for	O
each	O
Investment	O
,	O
shall	O
mean	O
each	O
parcel	O
of	O
real	O
property	O
that	O
is	O
the	O
subject	O
of	O
,	O
directly	O
or	O
indirectly	O
,	O
or	O
is	O
secured	O
in	O
connection	O
with	O
,	O
each	O
Investment	O
,	O
whether	O
or	O
not	O
encumbered	O
by	O
a	O
mortgage	O
.	O
" NN - O

Servicer NN - O
"	O
shall	O
mean	O
initially	O
Ashford	I-ORG
or	O
any	O
replacement	O
Servicer	O
appointed	O
in	O
accordance	O
with	O
the	O
terms	O
of	O
this	O
Agreement	O
.	O
" : - O

Servicer NN - O
Default NNP - O
"	O
is	O
defined	O
in	O
Section	O
5	O
(	O
c	O
).	O
" : - O

Workout IN - O
Fee NNP - O
"	O
shall	O
have	O
the	O
meaning	O
assigned	O
to	O
such	O
term	O
in	O
Section	O
2	O
(	O
i	O
).	O
SECTION	O
2	O
.	O
ADMINISTRATION	O
OF	O
THE	O
LOAN	O
.	O
(	O
a	O
)	O
The	O
Servicer	O
shall	O
service	O
and	O
administer	O
the	O
Loan	O
,	O
as	O
agent	O
for	O
the	O
Holders	O
,	O
in	O
accordance	O
with	O
the	O
express	O
terms	O
of	O
this	O
Agreement	O
and	O
Accepted	O
Loan	O
Servicing	O
Practices	O
,	O
taking	O
into	O
account	O
the	O
interests	O
of	O
the	O
Holders	O
with	O
a	O
view	O
to	O
maximizing	O
the	O
realization	O
for	O
all	O
Holders	O
as	O
a	O
collective	O
whole	O
.	O
The	O
Holders	O
acknowledge	O
that	O
the	O
Servicer	O
is	O
to	O
comply	O
with	O
this	O
Agreement	O
and	O
the	O
Loan	O
Documents	O
in	O
servicing	O
the	O
Loan	O
and	O
,	O
notwithstanding	O
anything	O
to	O
the	O
contrary	O
contained	O
herein	O
,	O
shall	O
act	O
at	O
all	O
times	O
at	O
the	O
direction	O
of	O
3	O
the	O
Company	O
.	O
Servicer	O
shall	O
not	O
be	O
entitled	O
to	O
any	O
servicing	O
fees	O
or	O
other	O
compensation	O
for	O
its	O
services	O
hereunder	O
except	O
for	O
the	O
Management	O
Fee	O
and	O
the	O
Workout	O
Fee	O
,	O
each	O
as	O
described	O
below	O
in	O
Section	O
2	O
(	O
i	O
).	O
(	O
b	O
)	O
The	O
Servicer	O
shall	O
:	O
(	O
i	O
)	O
provide	O
to	O
the	O
Holders	O
(	O
1	O
)	O
a	O
summary	O
of	O
the	O
current	O
status	O
of	O
principal	O
and	O
interest	O
payments	O
on	O
the	O
Loan	O
,	O
(	O
2	O
)	O
copies	O
of	O
the	O
Borrower	I-PER
'	O
s	O
current	O
financial	O
statements	O
,	O
to	O
the	O
extent	O
in	O
the	O
Servicer	O
'	O
s	O
possession	O
,	O
(	O
3	O
)	O
current	O
information	O
,	O
if	O
any	O
,	O
as	O
to	O
the	O
value	O
of	O
the	O
Property	O
,	O
to	O
the	O
extent	O
in	O
the	O
Servicer	O
'	O
s	O
possession	O
,	O
(	O
4	O
)	O
copies	O
of	O
any	O
default	O
or	O
acceleration	O
notices	O
sent	O
to	O
the	O
Borrower	I-PER
with	O
respect	O
to	O
the	O
Loan	O
and	O
all	O
material	O
correspondence	O
related	O
thereto	O
,	O
(	O
5	O
)	O
copies	O
of	O
all	O
notices	O
received	O
or	O
given	O
by	O
Servicer	O
pursuant	O
to	O
any	O
intercreditor	O
agreement	O
related	O
to	O
the	O
Loan	O
,	O
(	O
6	O
)	O
copies	O
of	O
any	O
written	O
report	O
prepared	O
by	O
any	O
consultant	O
retained	O
by	O
Servicer	O
,	O
and	O
(	O
7	O
)	O
other	O
information	O
with	O
respect	O
to	O
the	O
Borrower	I-PER
or	O
the	O
Loan	O
,	O
requested	O
by	O
any	O
Holder	O
,	O
to	O
the	O
extent	O
in	O
the	O
Servicer	O
'	O
s	O
possession	O
.	O
(	O
ii	O
)	O
receive	O
all	O
payments	O
of	O
interest	O
,	O
principal	O
and	O
other	O
sums	O
on	O
account	O
of	O
or	O
with	O
respect	O
to	O
the	O
Loan	O
;	O
(	O
iii	O
)	O
in	O
accordance	O
with	O
the	O
provisions	O
of	O
this	O
Agreement	O
,	O
remit	O
to	O
the	O
Company	O
or	O
to	O
the	O
applicable	O
Subsidiary	O
all	O
interest	O
,	O
principal	O
and	O
other	O
sums	O
received	O
by	O
or	O
on	O
behalf	O
of	O
Servicer	O
on	O
account	O
of	O
or	O
with	O
respect	O
to	O
the	O
Loan	O
;	O
(	O
iv	O
)	O
notwithstanding	O
anything	O
to	O
the	O
contrary	O
in	O
the	O
Loan	O
Documents	O
,	O
notify	O
each	O
Holder	O
of	O
the	O
amount	O
of	O
each	O
unfunded	O
disbursement	O
,	O
if	O
any	O
,	O
of	O
the	O
Loan	O
requested	O
by	O
Borrower	I-PER
(	O
which	O
may	O
be	O
greater	O
than	O
the	O
amount	O
actually	O
disbursed	O
)	O
at	O
least	O
five	O
(	O
5	O
)	O
Business	O
Days	O
prior	O
to	O
the	O
date	O
of	O
disbursement	O
.	O
(	O
c	O
)	O
Except	O
as	O
otherwise	O
expressly	O
provided	O
herein	O
and	O
subject	O
to	O
the	O
terms	O
of	O
the	O
Program	O
Agreement	O
and	O
the	O
Master	O
Venture	O
Agreement	O
,	O
the	O
Servicer	O
shall	O
have	O
full	O
power	O
and	O
authority	O
to	O
do	O
or	O
perform	O
any	O
act	O
or	O
thing	O
which	O
in	O
the	O
reasonable	O
judgment	O
of	O
the	O
Servicer	O
is	O
necessary	O
to	O
enable	O
it	O
to	O
discharge	O
and	O
perform	O
its	O
duties	O
under	O
this	O
Agreement	O
,	O
the	O
Loan	O
Documents	O
(	O
or	O
any	O
other	O
agreement	O
or	O
agreements	O
entered	O
into	O
in	O
connection	O
therewith	O
),	O
or	O
which	O
in	O
the	O
reasonable	O
judgment	O
of	O
Servicer	O
is	O
necessary	O
or	O
required	O
to	O
preserve	O
and	O
protect	O
the	O
liens	O
and	O
security	O
interests	O
created	O
by	O
the	O
Loan	O
Documents	O
and	O
the	O
priority	O
thereof	O
and	O
the	O
collateral	O
for	O
the	O
Loan	O
and	O
the	O
interest	O
of	O
the	O
Holders	O
,	O
and	O
to	O
